id,course_platform
3039,edX
3039,Udemy
3041,Coursera
3041,Other
3041,Udemy
3042,University Courses (resulting in a university degree)
3043,Udemy
3043,Kaggle Learn Courses
3043,University Courses (resulting in a university degree)
3043,Coursera
3044,Other
3045,Udemy
3046,University Courses (resulting in a university degree)
3046,Coursera
3046,edX
3047,Coursera
3047,Udemy
3048,Other
3048,University Courses (resulting in a university degree)
3048,Kaggle Learn Courses
3048,DataCamp
3049,University Courses (resulting in a university degree)
3050,Other
3050,Coursera
3050,Kaggle Learn Courses
3050,Udemy
3050,LinkedIn Learning
3051,Coursera
3052,Other
3053,Other
3054,University Courses (resulting in a university degree)
3054,Kaggle Learn Courses
3055,Other
3056,University Courses (resulting in a university degree)
3056,Coursera
3056,edX
3056,Udacity
3058,edX
3058,Coursera
3058,Fast.ai
3058,Kaggle Learn Courses
3058,University Courses (resulting in a university degree)
3059,Other
3061,University Courses (resulting in a university degree)
3061,Udemy
3061,Other
3062,DataCamp
3062,Kaggle Learn Courses
3062,Coursera
3063,Udemy
3063,edX
3064,Udacity
3064,Fast.ai
3064,Coursera
3064,University Courses (resulting in a university degree)
3065,DataCamp
3065,edX
3065,Coursera
3065,Other
3065,LinkedIn Learning
3066,Other
3067,Kaggle Learn Courses
3067,Coursera
3068,Coursera
3068,University Courses (resulting in a university degree)
3068,Fast.ai
3069,University Courses (resulting in a university degree)
3070,Kaggle Learn Courses
3072,Other
3072,DataCamp
3072,Coursera
3072,Kaggle Learn Courses
3073,Other
3074,University Courses (resulting in a university degree)
3074,Udemy
3074,Coursera
3074,edX
3075,Other
3076,Other
3076,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3076,University Courses (resulting in a university degree)
3076,Coursera
3077,Coursera
3077,Udemy
3078,Coursera
3078,Kaggle Learn Courses
3078,DataCamp
3079,University Courses (resulting in a university degree)
3079,edX
3079,Coursera
3080,University Courses (resulting in a university degree)
3082,Other
3082,Coursera
3082,LinkedIn Learning
3083,Coursera
3084,Coursera
3084,Udemy
3084,Udacity
3084,Other
3084,DataCamp
3084,Kaggle Learn Courses
3084,LinkedIn Learning
3085,Coursera
3089,Coursera
3090,Coursera
3090,LinkedIn Learning
3091,Other
3092,Udemy
3092,Coursera
3092,DataCamp
3092,University Courses (resulting in a university degree)
3092,Kaggle Learn Courses
3093,Other
3093,Coursera
3093,Kaggle Learn Courses
3093,University Courses (resulting in a university degree)
3094,Udemy
3094,Kaggle Learn Courses
3094,Coursera
3095,Other
3095,LinkedIn Learning
3095,Udacity
3095,Kaggle Learn Courses
3095,University Courses (resulting in a university degree)
3095,Coursera
3096,Kaggle Learn Courses
3096,Coursera
3098,Udemy
3098,edX
3098,Kaggle Learn Courses
3098,Coursera
3098,Fast.ai
3098,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3098,LinkedIn Learning
3098,DataCamp
3099,Coursera
3099,LinkedIn Learning
3101,Kaggle Learn Courses
3101,Udemy
3102,Coursera
3103,Coursera
3103,University Courses (resulting in a university degree)
3104,Udemy
3104,LinkedIn Learning
3104,edX
3105,University Courses (resulting in a university degree)
3105,Coursera
3105,DataCamp
3106,University Courses (resulting in a university degree)
3107,Udemy
3107,edX
3107,Kaggle Learn Courses
3107,Coursera
3108,Other
3109,University Courses (resulting in a university degree)
3110,Kaggle Learn Courses
3110,University Courses (resulting in a university degree)
3110,Other
3111,Kaggle Learn Courses
3111,DataCamp
3113,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3113,Kaggle Learn Courses
3113,Coursera
3113,LinkedIn Learning
3113,University Courses (resulting in a university degree)
3114,Other
3115,Coursera
3115,Udemy
3116,University Courses (resulting in a university degree)
3117,Other
3118,University Courses (resulting in a university degree)
3118,DataCamp
3119,Udemy
3119,DataCamp
3119,Kaggle Learn Courses
3120,Coursera
3121,University Courses (resulting in a university degree)
3122,Udemy
3122,Coursera
3123,University Courses (resulting in a university degree)
3123,Coursera
3123,DataCamp
3125,Kaggle Learn Courses
3126,Udemy
3126,Coursera
3127,Coursera
3129,Coursera
3129,Other
3130,University Courses (resulting in a university degree)
3131,Udemy
3131,Other
3132,Other
3134,University Courses (resulting in a university degree)
3135,Other
3135,Kaggle Learn Courses
3136,Coursera
3136,edX
3136,Udemy
3136,DataCamp
3137,Udemy
3137,Other
3137,Coursera
3138,Udemy
3139,Kaggle Learn Courses
3139,LinkedIn Learning
3139,Fast.ai
3139,Udacity
3139,Udemy
3139,DataCamp
3140,Udacity
3140,DataCamp
3141,Coursera
3142,Kaggle Learn Courses
3143,LinkedIn Learning
3145,University Courses (resulting in a university degree)
3146,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3146,Kaggle Learn Courses
3146,DataCamp
3146,edX
3146,Coursera
3146,LinkedIn Learning
3148,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3149,Udemy
3150,Other
3150,Coursera
3150,DataCamp
3150,edX
3151,Kaggle Learn Courses
3151,University Courses (resulting in a university degree)
3151,Coursera
3151,DataCamp
3152,DataCamp
3153,Coursera
3153,edX
3153,University Courses (resulting in a university degree)
3153,Kaggle Learn Courses
3154,University Courses (resulting in a university degree)
3155,Kaggle Learn Courses
3155,Udemy
3155,DataCamp
3155,Coursera
3155,edX
3156,Kaggle Learn Courses
3156,Other
3157,Coursera
3158,Kaggle Learn Courses
3158,Coursera
3158,Udacity
3159,Udacity
3160,Other
3161,Coursera
3162,University Courses (resulting in a university degree)
3163,Udemy
3163,University Courses (resulting in a university degree)
3163,Kaggle Learn Courses
3163,Coursera
3163,Fast.ai
3163,Other
3163,Udacity
3164,Kaggle Learn Courses
3164,Other
3164,edX
3165,Kaggle Learn Courses
3166,Other
3167,Other
3168,Other
3169,Udemy
3169,Coursera
3169,University Courses (resulting in a university degree)
3170,DataCamp
3170,Coursera
3171,Other
3171,Coursera
3172,Other
3172,Kaggle Learn Courses
3173,Coursera
3173,Kaggle Learn Courses
3173,LinkedIn Learning
3174,University Courses (resulting in a university degree)
3175,Coursera
3175,Kaggle Learn Courses
3175,DataCamp
3176,Coursera
3177,Udemy
3177,Other
3178,University Courses (resulting in a university degree)
3179,Other
3180,Coursera
3180,Kaggle Learn Courses
3181,Udacity
3181,DataCamp
3183,Coursera
3183,edX
3183,Udemy
3184,Other
3185,University Courses (resulting in a university degree)
3185,Coursera
3186,Coursera
3186,Kaggle Learn Courses
3186,edX
3186,University Courses (resulting in a university degree)
3187,Coursera
3188,University Courses (resulting in a university degree)
3189,Kaggle Learn Courses
3190,University Courses (resulting in a university degree)
3192,Udemy
3192,Coursera
3192,edX
3192,Udacity
3192,Kaggle Learn Courses
3193,University Courses (resulting in a university degree)
3195,Coursera
3196,Coursera
3197,Udacity
3197,DataCamp
3197,Udemy
3197,LinkedIn Learning
3197,Fast.ai
3197,Kaggle Learn Courses
3197,Other
3198,Kaggle Learn Courses
3199,Coursera
3200,Udacity
3200,LinkedIn Learning
3200,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3200,Coursera
3201,Kaggle Learn Courses
3201,University Courses (resulting in a university degree)
3202,University Courses (resulting in a university degree)
3202,Kaggle Learn Courses
3204,Other
3204,Kaggle Learn Courses
3205,Coursera
3206,University Courses (resulting in a university degree)
3206,Kaggle Learn Courses
3206,Udacity
3206,DataCamp
3206,Udemy
3206,Coursera
3209,Kaggle Learn Courses
3209,Udemy
3210,University Courses (resulting in a university degree)
3210,Coursera
3210,edX
3211,Kaggle Learn Courses
3211,LinkedIn Learning
3212,University Courses (resulting in a university degree)
3213,University Courses (resulting in a university degree)
3213,Coursera
3214,Other
3215,University Courses (resulting in a university degree)
3217,University Courses (resulting in a university degree)
3218,Coursera
3218,Udacity
3218,Udemy
3218,LinkedIn Learning
3218,Fast.ai
3218,DataCamp
3218,Kaggle Learn Courses
3218,edX
3219,Coursera
3219,Other
3219,University Courses (resulting in a university degree)
3219,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3219,edX
3219,Udemy
3220,University Courses (resulting in a university degree)
3220,LinkedIn Learning
3220,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3220,edX
3221,edX
3221,Coursera
3222,Coursera
3223,University Courses (resulting in a university degree)
3224,Coursera
3224,Udemy
3224,University Courses (resulting in a university degree)
3224,LinkedIn Learning
3225,Coursera
3225,Fast.ai
3226,Coursera
3227,Kaggle Learn Courses
3227,LinkedIn Learning
3228,Coursera
3228,LinkedIn Learning
3228,Kaggle Learn Courses
3229,Other
3229,Coursera
3229,Kaggle Learn Courses
3230,Other
3231,University Courses (resulting in a university degree)
3231,LinkedIn Learning
3231,Coursera
3231,Udemy
3232,University Courses (resulting in a university degree)
3233,Other
3234,LinkedIn Learning
3234,Other
3235,University Courses (resulting in a university degree)
3235,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3235,Coursera
3236,Other
3237,Kaggle Learn Courses
3237,Udemy
3237,LinkedIn Learning
3238,DataCamp
3239,LinkedIn Learning
3239,Coursera
3239,Kaggle Learn Courses
3239,Other
3239,Udemy
3240,Other
3242,Udacity
3242,Coursera
3242,edX
3243,LinkedIn Learning
3243,DataCamp
3244,Coursera
3245,Other
3246,Other
3247,edX
3247,Coursera
3247,DataCamp
3248,Other
3249,DataCamp
3249,Udacity
3249,Udemy
3249,edX
3249,Coursera
3250,Other
3251,edX
3251,University Courses (resulting in a university degree)
3252,University Courses (resulting in a university degree)
3252,Coursera
3254,Udemy
3254,Kaggle Learn Courses
3254,University Courses (resulting in a university degree)
3254,DataCamp
3255,Coursera
3256,Other
3257,DataCamp
3258,University Courses (resulting in a university degree)
3258,Kaggle Learn Courses
3259,Kaggle Learn Courses
3260,Coursera
3261,University Courses (resulting in a university degree)
3262,Coursera
3263,Coursera
3263,Udacity
3263,Fast.ai
3263,edX
3263,LinkedIn Learning
3263,Udemy
3264,Other
3265,Other
3266,Other
3268,Fast.ai
3268,Kaggle Learn Courses
3268,Udemy
3268,University Courses (resulting in a university degree)
3269,Coursera
3270,DataCamp
3270,Udemy
3270,Udacity
3270,University Courses (resulting in a university degree)
3271,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3271,Kaggle Learn Courses
3271,Coursera
3272,Other
3273,Other
3273,Coursera
3273,University Courses (resulting in a university degree)
3273,Kaggle Learn Courses
3274,LinkedIn Learning
3274,Udemy
3274,Coursera
3275,Coursera
3275,Kaggle Learn Courses
3275,Udemy
3276,University Courses (resulting in a university degree)
3277,Coursera
3277,Udemy
3277,LinkedIn Learning
3277,Kaggle Learn Courses
3278,University Courses (resulting in a university degree)
3279,Fast.ai
3280,Udemy
3280,University Courses (resulting in a university degree)
3281,Kaggle Learn Courses
3281,Coursera
3282,Udemy
3284,Udemy
3285,University Courses (resulting in a university degree)
3286,Udemy
3286,Coursera
3286,Other
3286,Fast.ai
3286,Kaggle Learn Courses
3286,LinkedIn Learning
3287,Fast.ai
3287,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3287,Udemy
3287,LinkedIn Learning
3287,DataCamp
3287,Coursera
3287,edX
3287,Udacity
3287,Kaggle Learn Courses
3288,Coursera
3289,Coursera
3289,Udemy
3290,University Courses (resulting in a university degree)
3291,Kaggle Learn Courses
3292,Other
3293,LinkedIn Learning
3294,edX
3294,DataCamp
3295,Coursera
3295,Fast.ai
3296,Other
3297,Kaggle Learn Courses
3297,University Courses (resulting in a university degree)
3299,Coursera
3300,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3300,Coursera
3301,Coursera
3301,LinkedIn Learning
3302,Coursera
3302,Udemy
3303,Coursera
3303,Other
3304,Udemy
3304,Kaggle Learn Courses
3305,Udacity
3305,Udemy
3305,Kaggle Learn Courses
3306,Coursera
3306,University Courses (resulting in a university degree)
3306,Kaggle Learn Courses
3308,Kaggle Learn Courses
3308,LinkedIn Learning
3308,Other
3309,LinkedIn Learning
3309,Coursera
3310,Coursera
3310,DataCamp
3310,LinkedIn Learning
3310,Kaggle Learn Courses
3310,Fast.ai
3310,University Courses (resulting in a university degree)
3311,Coursera
3311,University Courses (resulting in a university degree)
3312,Coursera
3313,University Courses (resulting in a university degree)
3313,Udemy
3313,Udacity
3313,DataCamp
3313,edX
3313,Fast.ai
3313,Coursera
3316,University Courses (resulting in a university degree)
3317,LinkedIn Learning
3317,edX
3317,Udemy
3317,Kaggle Learn Courses
3317,Coursera
3317,Other
3318,University Courses (resulting in a university degree)
3319,Coursera
3319,edX
3319,Fast.ai
3320,Other
3320,Kaggle Learn Courses
3320,Udacity
3321,Udemy
3321,Other
3322,University Courses (resulting in a university degree)
3323,Coursera
3323,Kaggle Learn Courses
3323,Udemy
3323,DataCamp
3323,edX
3323,University Courses (resulting in a university degree)
3324,Coursera
3325,Udemy
3326,University Courses (resulting in a university degree)
3327,University Courses (resulting in a university degree)
3327,Kaggle Learn Courses
3328,Udemy
3328,Coursera
3328,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3329,University Courses (resulting in a university degree)
3329,Coursera
3330,edX
3330,Other
3331,Coursera
3331,Udacity
3333,Kaggle Learn Courses
3333,DataCamp
3334,Coursera
3334,Udemy
3334,DataCamp
3334,LinkedIn Learning
3335,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3335,Udemy
3335,University Courses (resulting in a university degree)
3335,Kaggle Learn Courses
3336,Udemy
3337,Udemy
3337,Coursera
3337,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3337,Kaggle Learn Courses
3337,University Courses (resulting in a university degree)
3338,Coursera
3340,Coursera
3340,Other
3341,Coursera
3342,Kaggle Learn Courses
3343,Other
3344,University Courses (resulting in a university degree)
3345,Udemy
3346,Other
3347,Kaggle Learn Courses
3347,Coursera
3349,Udemy
3349,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3349,University Courses (resulting in a university degree)
3350,Kaggle Learn Courses
3350,Udemy
3351,University Courses (resulting in a university degree)
3352,LinkedIn Learning
3354,Other
3355,Coursera
3355,Kaggle Learn Courses
3355,Udemy
3356,Other
3357,Other
3358,DataCamp
3358,Coursera
3358,Udacity
3358,edX
3358,Kaggle Learn Courses
3358,Udemy
3359,Other
3362,Other
3362,Kaggle Learn Courses
3363,University Courses (resulting in a university degree)
3364,Udacity
3365,Coursera
3365,Kaggle Learn Courses
3365,DataCamp
3366,University Courses (resulting in a university degree)
3367,University Courses (resulting in a university degree)
3368,Coursera
3369,Coursera
3369,Kaggle Learn Courses
3369,DataCamp
3369,LinkedIn Learning
3369,University Courses (resulting in a university degree)
3370,Coursera
3370,University Courses (resulting in a university degree)
3371,University Courses (resulting in a university degree)
3372,Coursera
3372,Kaggle Learn Courses
3373,University Courses (resulting in a university degree)
3374,Coursera
3374,University Courses (resulting in a university degree)
3375,University Courses (resulting in a university degree)
3376,Udemy
3377,LinkedIn Learning
3377,DataCamp
3377,Udacity
3377,Kaggle Learn Courses
3378,edX
3378,University Courses (resulting in a university degree)
3378,Coursera
3378,Kaggle Learn Courses
3379,Coursera
3379,Other
3379,University Courses (resulting in a university degree)
3380,Coursera
3380,Udemy
3381,Coursera
3381,Kaggle Learn Courses
3381,Udacity
3383,Kaggle Learn Courses
3384,University Courses (resulting in a university degree)
3385,DataCamp
3385,Coursera
3386,Kaggle Learn Courses
3387,Udemy
3387,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3387,University Courses (resulting in a university degree)
3388,DataCamp
3388,Kaggle Learn Courses
3388,Other
3389,DataCamp
3389,Coursera
3389,Kaggle Learn Courses
3389,Udemy
3389,LinkedIn Learning
3390,University Courses (resulting in a university degree)
3391,University Courses (resulting in a university degree)
3391,Other
3391,Kaggle Learn Courses
3392,Kaggle Learn Courses
3392,Coursera
3392,LinkedIn Learning
3392,Udemy
3393,Other
3393,University Courses (resulting in a university degree)
3394,Udemy
3395,Other
3395,Udemy
3396,University Courses (resulting in a university degree)
3396,edX
3396,Other
3396,Coursera
3398,Other
3399,Udemy
3400,University Courses (resulting in a university degree)
3400,Other
3403,Kaggle Learn Courses
3404,Kaggle Learn Courses
3404,University Courses (resulting in a university degree)
3405,Coursera
3405,Udemy
3406,Coursera
3406,Udacity
3406,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3407,Fast.ai
3409,Coursera
3409,edX
3410,Udemy
3410,Kaggle Learn Courses
3410,LinkedIn Learning
3410,University Courses (resulting in a university degree)
3411,Udemy
3411,Udacity
3411,Kaggle Learn Courses
3411,LinkedIn Learning
3412,Kaggle Learn Courses
3413,LinkedIn Learning
3413,University Courses (resulting in a university degree)
3415,Other
3416,Udacity
3416,DataCamp
3417,Kaggle Learn Courses
3417,University Courses (resulting in a university degree)
3417,Udemy
3419,Kaggle Learn Courses
3419,Udacity
3420,Other
3421,DataCamp
3421,Udacity
3421,Udemy
3422,University Courses (resulting in a university degree)
3424,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3425,DataCamp
3425,Udacity
3425,Coursera
3425,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3425,Kaggle Learn Courses
3426,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3426,Kaggle Learn Courses
3426,Udacity
3427,University Courses (resulting in a university degree)
3427,Udemy
3427,Kaggle Learn Courses
3428,Coursera
3428,Udacity
3430,Other
3431,Other
3431,edX
3431,Udacity
3431,Coursera
3433,Kaggle Learn Courses
3433,Coursera
3434,Other
3434,LinkedIn Learning
3436,Coursera
3437,Kaggle Learn Courses
3438,Other
3438,Kaggle Learn Courses
3439,Udacity
3439,Coursera
3439,Udemy
3440,Udemy
3440,Coursera
3441,Coursera
3441,Udacity
3441,DataCamp
3441,edX
3441,Udemy
3442,Coursera
3443,Udemy
3443,University Courses (resulting in a university degree)
3444,DataCamp
3445,Coursera
3445,Fast.ai
3445,Kaggle Learn Courses
3446,University Courses (resulting in a university degree)
3447,Coursera
3447,Udemy
3447,Udacity
3447,LinkedIn Learning
3448,LinkedIn Learning
3448,Udemy
3448,DataCamp
3448,Coursera
3448,Kaggle Learn Courses
3449,Kaggle Learn Courses
3449,Udemy
3451,Udemy
3451,DataCamp
3452,Coursera
3452,Udacity
3452,Udemy
3453,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3453,Coursera
3454,University Courses (resulting in a university degree)
3454,Coursera
3455,Coursera
3455,Other
3456,Coursera
3457,University Courses (resulting in a university degree)
3457,Other
3458,Udemy
3460,University Courses (resulting in a university degree)
3461,University Courses (resulting in a university degree)
3462,Kaggle Learn Courses
3462,Udemy
3462,Other
3462,University Courses (resulting in a university degree)
3463,University Courses (resulting in a university degree)
3464,Udemy
3464,LinkedIn Learning
3464,Kaggle Learn Courses
3464,DataCamp
3464,Coursera
3465,Udemy
3465,Coursera
3465,LinkedIn Learning
3466,Udemy
3466,Coursera
3467,Other
3467,Udemy
3467,DataCamp
3468,Kaggle Learn Courses
3468,University Courses (resulting in a university degree)
3469,Kaggle Learn Courses
3470,Kaggle Learn Courses
3470,University Courses (resulting in a university degree)
3470,Fast.ai
3472,Fast.ai
3472,Coursera
3472,Udemy
3472,DataCamp
3472,Udacity
3472,Kaggle Learn Courses
3473,Udemy
3473,Coursera
3474,Other
3475,Udemy
3475,DataCamp
3475,University Courses (resulting in a university degree)
3475,Coursera
3475,Udacity
3476,Coursera
3476,University Courses (resulting in a university degree)
3477,Other
3478,Other
3478,LinkedIn Learning
3479,Coursera
3479,University Courses (resulting in a university degree)
3479,DataCamp
3479,Kaggle Learn Courses
3479,Udemy
3479,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3480,Coursera
3482,Udemy
3483,Kaggle Learn Courses
3484,Other
3485,Kaggle Learn Courses
3485,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3486,University Courses (resulting in a university degree)
3486,Coursera
3486,Kaggle Learn Courses
3486,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3487,Other
3487,LinkedIn Learning
3487,Udemy
3488,DataCamp
3488,Udacity
3488,University Courses (resulting in a university degree)
3488,LinkedIn Learning
3488,Udemy
3488,Coursera
3489,Other
3490,Udemy
3490,Kaggle Learn Courses
3490,University Courses (resulting in a university degree)
3491,Coursera
3491,Kaggle Learn Courses
3491,Other
3492,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3492,University Courses (resulting in a university degree)
3492,Fast.ai
3493,Coursera
3493,Udemy
3493,edX
3494,Other
3495,Coursera
3496,Coursera
3496,Kaggle Learn Courses
3496,Other
3496,University Courses (resulting in a university degree)
3497,Other
3498,Udemy
3498,DataCamp
3499,LinkedIn Learning
3499,Udemy
3500,Other
3501,Coursera
3501,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3501,Kaggle Learn Courses
3501,University Courses (resulting in a university degree)
3502,Other
3502,Coursera
3503,edX
3503,Udemy
3503,Coursera
3505,Coursera
3505,DataCamp
3506,Coursera
3508,Other
3508,Kaggle Learn Courses
3509,Coursera
3509,Other
3509,University Courses (resulting in a university degree)
3509,Udemy
3510,Kaggle Learn Courses
3510,Coursera
3510,University Courses (resulting in a university degree)
3511,Other
3512,Kaggle Learn Courses
3512,edX
3512,Fast.ai
3512,Coursera
3513,Kaggle Learn Courses
3513,Other
3513,Coursera
3514,University Courses (resulting in a university degree)
3514,LinkedIn Learning
3515,Coursera
3515,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3515,DataCamp
3515,University Courses (resulting in a university degree)
3516,University Courses (resulting in a university degree)
3516,Udemy
3517,Coursera
3517,Udemy
3518,Other
3519,Coursera
3519,University Courses (resulting in a university degree)
3519,DataCamp
3520,University Courses (resulting in a university degree)
3520,DataCamp
3520,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3520,Kaggle Learn Courses
3520,Coursera
3520,LinkedIn Learning
3521,University Courses (resulting in a university degree)
3521,Coursera
3521,Udacity
3521,Udemy
3521,DataCamp
3521,LinkedIn Learning
3521,Kaggle Learn Courses
3522,Coursera
3522,DataCamp
3522,Fast.ai
3523,DataCamp
3523,Udacity
3523,Coursera
3523,Kaggle Learn Courses
3523,Udemy
3523,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3523,edX
3523,University Courses (resulting in a university degree)
3524,edX
3524,Udemy
3524,Other
3524,Coursera
3525,LinkedIn Learning
3525,Kaggle Learn Courses
3525,DataCamp
3526,Udemy
3526,Coursera
3527,Coursera
3528,Coursera
3528,University Courses (resulting in a university degree)
3529,Udemy
3530,University Courses (resulting in a university degree)
3530,Coursera
3530,DataCamp
3531,Other
3533,Kaggle Learn Courses
3533,University Courses (resulting in a university degree)
3535,University Courses (resulting in a university degree)
3535,DataCamp
3535,Udemy
3536,University Courses (resulting in a university degree)
3536,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3536,edX
3536,Coursera
3538,University Courses (resulting in a university degree)
3539,LinkedIn Learning
3539,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3539,Coursera
3539,University Courses (resulting in a university degree)
3540,Coursera
3541,Kaggle Learn Courses
3542,Kaggle Learn Courses
3542,Coursera
3542,Udemy
3542,Udacity
3543,Udemy
3544,Kaggle Learn Courses
3545,Coursera
3545,Udemy
3545,Udacity
3546,Other
3546,Udemy
3547,Kaggle Learn Courses
3548,Coursera
3549,Other
3550,Coursera
3551,Other
3551,Udacity
3552,Other
3553,University Courses (resulting in a university degree)
3555,Kaggle Learn Courses
3556,Udemy
3556,Kaggle Learn Courses
3556,DataCamp
3557,LinkedIn Learning
3557,Udemy
3557,Kaggle Learn Courses
3557,Udacity
3557,University Courses (resulting in a university degree)
3557,Coursera
3558,University Courses (resulting in a university degree)
3559,LinkedIn Learning
3559,Udemy
3560,Coursera
3560,LinkedIn Learning
3560,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3560,Kaggle Learn Courses
3561,Kaggle Learn Courses
3561,Udemy
3562,Udemy
3563,Other
3563,University Courses (resulting in a university degree)
3564,Kaggle Learn Courses
3564,Coursera
3564,University Courses (resulting in a university degree)
3564,edX
3564,Udemy
3565,University Courses (resulting in a university degree)
3566,Other
3567,Coursera
3569,Fast.ai
3569,Coursera
3569,Udacity
3569,edX
3570,Udemy
3570,Coursera
3570,Fast.ai
3570,DataCamp
3570,Udacity
3571,University Courses (resulting in a university degree)
3571,Coursera
3572,Kaggle Learn Courses
3573,University Courses (resulting in a university degree)
3573,Coursera
3574,Coursera
3574,Other
3575,Kaggle Learn Courses
3575,Coursera
3575,edX
3576,Other
3577,Udemy
3577,LinkedIn Learning
3577,Kaggle Learn Courses
3577,Coursera
3578,Other
3579,Udemy
3579,Kaggle Learn Courses
3579,Coursera
3580,Coursera
3580,Udacity
3580,Udemy
3581,University Courses (resulting in a university degree)
3581,Kaggle Learn Courses
3582,Coursera
3583,University Courses (resulting in a university degree)
3584,University Courses (resulting in a university degree)
3587,Coursera
3587,edX
3587,University Courses (resulting in a university degree)
3588,Coursera
3589,Udacity
3589,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3589,Coursera
3589,Fast.ai
3589,University Courses (resulting in a university degree)
3589,LinkedIn Learning
3589,DataCamp
3589,Udemy
3589,Kaggle Learn Courses
3589,edX
3589,Other
3591,University Courses (resulting in a university degree)
3592,Coursera
3592,DataCamp
3592,Udemy
3592,edX
3593,Other
3593,Udemy
3594,Coursera
3594,edX
3594,University Courses (resulting in a university degree)
3595,Coursera
3596,Coursera
3596,edX
3596,Udemy
3597,LinkedIn Learning
3598,Udemy
3599,University Courses (resulting in a university degree)
3600,Other
3601,edX
3601,Coursera
3601,University Courses (resulting in a university degree)
3601,Kaggle Learn Courses
3602,Udemy
3602,Kaggle Learn Courses
3602,Coursera
3603,Kaggle Learn Courses
3604,Other
3605,University Courses (resulting in a university degree)
3606,University Courses (resulting in a university degree)
3606,Other
3607,Udemy
3607,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3608,Coursera
3610,Kaggle Learn Courses
3610,University Courses (resulting in a university degree)
3612,LinkedIn Learning
3612,University Courses (resulting in a university degree)
3612,Kaggle Learn Courses
3612,Udemy
3613,LinkedIn Learning
3614,Coursera
3614,University Courses (resulting in a university degree)
3615,University Courses (resulting in a university degree)
3615,DataCamp
3615,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3615,Udacity
3615,edX
3615,Other
3615,LinkedIn Learning
3615,Fast.ai
3615,Kaggle Learn Courses
3615,Coursera
3615,Udemy
3616,Other
3616,Coursera
3616,LinkedIn Learning
3616,Udemy
3617,DataCamp
3618,University Courses (resulting in a university degree)
3619,Other
3619,University Courses (resulting in a university degree)
3619,Coursera
3620,Udemy
3623,Other
3624,Udemy
3624,Udacity
3624,Other
3625,University Courses (resulting in a university degree)
3626,Coursera
3627,Other
3628,University Courses (resulting in a university degree)
3629,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3629,Udemy
3630,University Courses (resulting in a university degree)
3630,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3630,LinkedIn Learning
3631,University Courses (resulting in a university degree)
3631,DataCamp
3632,Other
3633,Coursera
3633,University Courses (resulting in a university degree)
3633,edX
3634,Kaggle Learn Courses
3634,Coursera
3635,Coursera
3636,Coursera
3637,Coursera
3638,Udemy
3640,Other
3641,Kaggle Learn Courses
3642,Coursera
3643,LinkedIn Learning
3643,University Courses (resulting in a university degree)
3643,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3643,Udemy
3643,Udacity
3643,Kaggle Learn Courses
3643,Coursera
3644,University Courses (resulting in a university degree)
3645,Udemy
3645,Coursera
3645,University Courses (resulting in a university degree)
3645,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
3646,University Courses (resulting in a university degree)
3646,Coursera
3647,Other
