id,framework
1968,  Scikit-learn 
1968, Xgboost 
1972,  TensorFlow 
1972, PyTorch 
1972,  Scikit-learn 
1972, Keras 
1974, Keras 
1974,  TensorFlow 
1974, CatBoost 
1974, Xgboost 
1974,  Scikit-learn 
1974, Huggingface 
1975,  Scikit-learn 
1975, LightGBM 
1975, Xgboost 
1978,  Scikit-learn 
1979, Xgboost 
1979,  Scikit-learn 
1979, LightGBM 
1979, CatBoost 
1980, JAX 
1981, LightGBM 
1981, CatBoost 
1981, Xgboost 
1981,  Scikit-learn 
1981, Caret 
1982,  Scikit-learn 
1982, PyTorch 
1982, Keras 
1983,  Scikit-learn 
1983,  TensorFlow 
1983, Keras 
1984,  TensorFlow 
1986, PyTorch 
1986,  Scikit-learn 
1988, Keras 
1988,  TensorFlow 
1988,  Scikit-learn 
1988, Xgboost 
1989, JAX 
1989,  TensorFlow 
1989, PyTorch 
1990,  TensorFlow 
1990,  Scikit-learn 
1990, Keras 
1990, PyTorch 
1991,  Scikit-learn 
1992, Keras 
1992,  Scikit-learn 
1992,  TensorFlow 
1993,  Scikit-learn 
1993, LightGBM 
1993, CatBoost 
1993, Xgboost 
1994,Other
1995,  TensorFlow 
1995, Keras 
1996, Xgboost 
1996,  Scikit-learn 
1997,  Scikit-learn 
1998, PyTorch 
2002,  TensorFlow 
2002,  Scikit-learn 
2002, Keras 
2004,  TensorFlow 
2005,  Scikit-learn 
2005,  TensorFlow 
2005, Keras 
2005, PyTorch 
2006, PyTorch 
2006, Keras 
2006,  TensorFlow 
2007,  Scikit-learn 
2007, Xgboost 
2007, Keras 
2007,  TensorFlow 
2011,  Scikit-learn 
2012, PyTorch 
2012,  TensorFlow 
2012, Keras 
2012,  Scikit-learn 
2013, CatBoost 
2013,  Scikit-learn 
2013, LightGBM 
2014,  TensorFlow 
2014, Keras 
2014, PyTorch 
2015, Huggingface 
2015, PyTorch 
2015, Fast.ai 
2016, Keras 
2016, LightGBM 
2016,  Scikit-learn 
2017,  TensorFlow 
2017,  Scikit-learn 
2017, Xgboost 
2017, Keras 
2017, PyTorch 
2019,  Scikit-learn 
2020, Tidymodels 
2022, LightGBM 
2022, Huggingface 
2025,  TensorFlow 
2025, Keras 
2025,  Scikit-learn 
2026, LightGBM 
2026, Xgboost 
2026,  Scikit-learn 
2028,  TensorFlow 
2028, Keras 
2028, PyTorch 
2029,  Scikit-learn 
2030, PyTorch 
2030, Huggingface 
2030, Xgboost 
2030,  Scikit-learn 
2032,  Scikit-learn 
2032, PyTorch 
2032, Keras 
2033,  Scikit-learn 
2034,  Scikit-learn 
2034, Keras 
2036, Xgboost 
2036,  TensorFlow 
2036, LightGBM 
2036, CatBoost 
2036, Keras 
2036,  Scikit-learn 
2037,  Scikit-learn 
2038, Keras 
2038,  TensorFlow 
2038,  Scikit-learn 
2039,  TensorFlow 
2040, Xgboost 
2040, PyTorch 
2040, LightGBM 
2040,  Scikit-learn 
2040, CatBoost 
2040, Huggingface 
2040, JAX 
2041,Other
2043,  Scikit-learn 
2044,Other
2045, Keras 
2045,  Scikit-learn 
2045,  TensorFlow 
2047,  TensorFlow 
2047,Other
2048, Xgboost 
2048,  TensorFlow 
2048, Caret 
2048, Keras 
2049, Keras 
2049, Xgboost 
2049, PyTorch 
2049,  TensorFlow 
2049,  Scikit-learn 
2049, Caret 
2050,  TensorFlow 
2050, PyTorch Lightning 
2051, Tidymodels 
2051,  Scikit-learn 
2054,  TensorFlow 
2054, Keras 
2054,  Scikit-learn 
2055, Keras 
2055, Xgboost 
2055,  Scikit-learn 
2056,  Scikit-learn 
2056, JAX 
2056, PyTorch Lightning 
2056, Xgboost 
2056, Tidymodels 
2056, CatBoost 
2056,  TensorFlow 
2056, LightGBM 
2056, PyTorch 
2056, Caret 
2056, Keras 
2056, Fast.ai 
2056, Huggingface 
2057,  Scikit-learn 
2057,  TensorFlow 
2057, Keras 
2058, Xgboost 
2058,  Scikit-learn 
2059, PyTorch 
2060, Xgboost 
2060, PyTorch Lightning 
2060,  Scikit-learn 
2060,  TensorFlow 
2060, PyTorch 
2060, Keras 
2061,  Scikit-learn 
2062,  Scikit-learn 
2063,  TensorFlow 
2063, Keras 
2063,  Scikit-learn 
2064,  TensorFlow 
2064,  Scikit-learn 
2064, Xgboost 
2068, LightGBM 
2068,  Scikit-learn 
2068, Keras 
2068,  TensorFlow 
2070, PyTorch 
2070, Huggingface 
2071,  Scikit-learn 
2071, Keras 
2072, Caret 
2072,  Scikit-learn 
2072, Tidymodels 
2073, PyTorch 
2075, Xgboost 
2077, Huggingface 
2077, LightGBM 
2077, PyTorch 
2077,  TensorFlow 
2077,  Scikit-learn 
2079, Huggingface 
2079, Xgboost 
2079, Caret 
2079,  Scikit-learn 
2079, Tidymodels 
2080,Other
2080,  Scikit-learn 
2082,  Scikit-learn 
2082, Tidymodels 
2083,  TensorFlow 
2083,  Scikit-learn 
2083, PyTorch 
2084,  Scikit-learn 
2084, Keras 
2084, PyTorch 
2085, LightGBM 
2085, Xgboost 
2086, Keras 
2086, PyTorch 
2086,  TensorFlow 
2086,  Scikit-learn 
2089, Huggingface 
2089,  Scikit-learn 
2091, Keras 
2091,  TensorFlow 
2091,  Scikit-learn 
2092,  Scikit-learn 
2092, Xgboost 
2092,  TensorFlow 
2092, Keras 
2095, Keras 
2095,  TensorFlow 
2095,  Scikit-learn 
2095, Xgboost 
2095, PyTorch Lightning 
2096,  Scikit-learn 
2096, PyTorch 
2097, PyTorch 
2097,  TensorFlow 
2097, Keras 
2097, Xgboost 
2097,  Scikit-learn 
2098,  Scikit-learn 
2100,  Scikit-learn 
2100,Other
2100, Xgboost 
2101,  TensorFlow 
2102,  Scikit-learn 
2106,  Scikit-learn 
2106,  TensorFlow 
2106, PyTorch 
2106, Keras 
2107,  TensorFlow 
2107, Keras 
2108, PyTorch 
2108, Fast.ai 
2108, Keras 
2108, Xgboost 
2108,  Scikit-learn 
2108,  TensorFlow 
2108, Tidymodels 
2109, Keras 
2109, Xgboost 
2109,  Scikit-learn 
2112, PyTorch 
2112, Huggingface 
2112, LightGBM 
2112,  Scikit-learn 
2112, Xgboost 
2113,  Scikit-learn 
2113, CatBoost 
2113, Caret 
2113, PyTorch 
2113,  TensorFlow 
2113, LightGBM 
2113, Tidymodels 
2113, Xgboost 
2116, Keras 
2116, CatBoost 
2116,  TensorFlow 
2116, Xgboost 
2116,  Scikit-learn 
2116, PyTorch 
2119, PyTorch 
2119, Fast.ai 
2119, Xgboost 
2119,  Scikit-learn 
2121, Keras 
2121,Other
2122,  Scikit-learn 
2122, Caret 
2123,  Scikit-learn 
2125, Keras 
2125,  TensorFlow 
2125,  Scikit-learn 
2125, PyTorch Lightning 
2125, PyTorch 
2130,  TensorFlow 
2130, Keras 
2131,  TensorFlow 
2131,  Scikit-learn 
2131, LightGBM 
2132,  TensorFlow 
2132,  Scikit-learn 
2132, Keras 
2134, LightGBM 
2134,  Scikit-learn 
2134, Xgboost 
2136,  TensorFlow 
2137,  Scikit-learn 
2137, Caret 
2137, Xgboost 
2138, Fast.ai 
2139,  Scikit-learn 
2140,  Scikit-learn 
2140,  TensorFlow 
2140, PyTorch 
2140, Huggingface 
2140, Keras 
2142, PyTorch 
2142, Keras 
2142,  Scikit-learn 
2144, LightGBM 
2144, Xgboost 
2144,Other
2145, PyTorch 
2147, CatBoost 
2147, PyTorch Lightning 
2147,  Scikit-learn 
2148,  Scikit-learn 
2148,  TensorFlow 
2148, Xgboost 
2149, Xgboost 
2149,  Scikit-learn 
2150, Caret 
2153, Keras 
2153,  TensorFlow 
2156,  TensorFlow 
2156,  Scikit-learn 
2158,  TensorFlow 
2160, PyTorch Lightning 
2161,  TensorFlow 
2161, Xgboost 
2162,  Scikit-learn 
2163,  Scikit-learn 
2164, Keras 
2164,  TensorFlow 
2164,  Scikit-learn 
2165, LightGBM 
2165, Xgboost 
2165, PyTorch Lightning 
2165, PyTorch 
2167,  Scikit-learn 
2170, Tidymodels 
2170,  TensorFlow 
2171, PyTorch 
2173,  Scikit-learn 
2173, PyTorch 
2173,  TensorFlow 
2177, LightGBM 
2177, Fast.ai 
2177,  Scikit-learn 
2177, Xgboost 
2177, PyTorch 
2181,  Scikit-learn 
2181, PyTorch 
2181, Keras 
2182,  Scikit-learn 
2183, LightGBM 
2183, Xgboost 
2183,  Scikit-learn 
2183, CatBoost 
2183, Caret 
2183, Tidymodels 
2186,  Scikit-learn 
2187, Keras 
2187,  TensorFlow 
2187,  Scikit-learn 
2188, Keras 
2188,  TensorFlow 
2188,  Scikit-learn 
2191, PyTorch Lightning 
2191,  TensorFlow 
2191, PyTorch 
2191, Keras 
2192,  Scikit-learn 
2193, PyTorch 
2193,  Scikit-learn 
2193,  TensorFlow 
2193, Keras 
2196,  Scikit-learn 
2197,  Scikit-learn 
2197, Keras 
2197,  TensorFlow 
2198,  TensorFlow 
2198,  Scikit-learn 
2199, Fast.ai 
2201,  Scikit-learn 
2201, Xgboost 
2201, PyTorch 
2201,  TensorFlow 
2201, Huggingface 
2201, Keras 
2203, Tidymodels 
2207,  Scikit-learn 
2207, Xgboost 
2207, Keras 
2207, Tidymodels 
2207, CatBoost 
2207,  TensorFlow 
2207, PyTorch 
2207, LightGBM 
2208,  Scikit-learn 
2208, PyTorch 
2208,  TensorFlow 
2208, Xgboost 
2210, Tidymodels 
2210, Xgboost 
2211, Keras 
2211,  TensorFlow 
2211,  Scikit-learn 
2211, Xgboost 
2214,  Scikit-learn 
2216, Xgboost 
2216,  Scikit-learn 
2216, Keras 
2216, CatBoost 
2216,  TensorFlow 
2217, Keras 
2217,  Scikit-learn 
2217,  TensorFlow 
2218, PyTorch 
2219,  Scikit-learn 
2219, Huggingface 
2219, Xgboost 
2219, LightGBM 
2219, Keras 
2219,  TensorFlow 
2220,  Scikit-learn 
2221, PyTorch 
2223, Keras 
2223,  Scikit-learn 
2223,  TensorFlow 
2223, Xgboost 
2225, PyTorch 
2225,  TensorFlow 
2226,  Scikit-learn 
2226, Tidymodels 
2227, Keras 
2227,  Scikit-learn 
2227, PyTorch 
2227,  TensorFlow 
2227, PyTorch Lightning 
2228,Other
2229,  Scikit-learn 
2229,  TensorFlow 
2229, Keras 
2231, PyTorch 
2231, PyTorch Lightning 
2231, Keras 
2231, JAX 
2231,  TensorFlow 
2231, Xgboost 
2231,  Scikit-learn 
2232,  TensorFlow 
2234,  Scikit-learn 
2238,  TensorFlow 
2238,  Scikit-learn 
2243,  Scikit-learn 
2244, Keras 
2244,  Scikit-learn 
2244, Huggingface 
2244,  TensorFlow 
2246,  Scikit-learn 
2249,  TensorFlow 
2249, PyTorch 
2249,  Scikit-learn 
2249, Keras 
2250, LightGBM 
2250, Xgboost 
2250,  Scikit-learn 
2250, PyTorch 
2250, Fast.ai 
2250, Caret 
2250, PyTorch Lightning 
2250,  TensorFlow 
2250, Keras 
2251, Xgboost 
2251, Keras 
2251,  Scikit-learn 
2251,  TensorFlow 
2253,  TensorFlow 
2254,  TensorFlow 
2254, Keras 
2255, Keras 
2255,  Scikit-learn 
2255,  TensorFlow 
2256,  Scikit-learn 
2259,Other
2259, PyTorch 
2259, Xgboost 
2259,  Scikit-learn 
2261,  TensorFlow 
2261,  Scikit-learn 
2261, Keras 
2261, PyTorch 
2262, Huggingface 
2262, Fast.ai 
2262, PyTorch 
2262, LightGBM 
2262,  Scikit-learn 
2262, Xgboost 
2262, CatBoost 
2262,  TensorFlow 
2265,  Scikit-learn 
2266, Huggingface 
2266, PyTorch 
2266,  Scikit-learn 
2267, Huggingface 
2268, Keras 
2268,  TensorFlow 
2268, PyTorch 
2268,  Scikit-learn 
2268, Xgboost 
2269, Xgboost 
2269,  Scikit-learn 
2269, Keras 
2269,  TensorFlow 
2273,  TensorFlow 
2275, PyTorch 
2275,  Scikit-learn 
2276, Keras 
2276,  Scikit-learn 
2276,  TensorFlow 
2277, PyTorch 
2277, Huggingface 
2277,  TensorFlow 
2277,  Scikit-learn 
2278,  TensorFlow 
2278,  Scikit-learn 
2278, Keras 
2278, Xgboost 
2280,  Scikit-learn 
2280,  TensorFlow 
2280, Keras 
2282,  Scikit-learn 
2283, Keras 
2283,  TensorFlow 
2285,  TensorFlow 
2285,  Scikit-learn 
2285, Keras 
2286,  Scikit-learn 
2287,  Scikit-learn 
2288, PyTorch 
2288,  TensorFlow 
2289, Keras 
2289, Tidymodels 
2289, Caret 
2290, Keras 
2290,  TensorFlow 
2290, Caret 
2290,  Scikit-learn 
2292,  Scikit-learn 
2292, Huggingface 
2292, Xgboost 
2292, PyTorch 
2292,  TensorFlow 
2292, Keras 
2293, PyTorch 
2293,  TensorFlow 
2293, PyTorch Lightning 
2293,  Scikit-learn 
2293, Huggingface 
2294, PyTorch 
2294,  TensorFlow 
2294,  Scikit-learn 
2294, Keras 
2295,  TensorFlow 
2295, LightGBM 
2295,  Scikit-learn 
2295, PyTorch 
2295, Huggingface 
2295, Keras 
2300, Keras 
2300,  Scikit-learn 
2300, PyTorch 
2301, Keras 
2301,  TensorFlow 
2301,  Scikit-learn 
2304,  TensorFlow 
2304, PyTorch 
2306,  Scikit-learn 
2308,  Scikit-learn 
2311, Keras 
2311, PyTorch 
2311,  TensorFlow 
2311,  Scikit-learn 
2313,Other
2314,  Scikit-learn 
2314,  TensorFlow 
2314, Keras 
2315, Keras 
2315,  Scikit-learn 
2315, Huggingface 
2315,  TensorFlow 
2315, Xgboost 
2316, Keras 
2316,  TensorFlow 
2318,  Scikit-learn 
2319,  TensorFlow 
2319, Keras 
2321, PyTorch 
2321, PyTorch Lightning 
2322, Keras 
2323,  Scikit-learn 
2323, Caret 
2323,  TensorFlow 
2323, Xgboost 
2323, PyTorch 
2324,  Scikit-learn 
2324, Keras 
2324,  TensorFlow 
2324, Xgboost 
2326, Fast.ai 
2326, Xgboost 
2326, Keras 
2326,  TensorFlow 
2326,  Scikit-learn 
2327,Other
2329,  TensorFlow 
2329, Xgboost 
2329,  Scikit-learn 
2329, Keras 
2330,  Scikit-learn 
2330,  TensorFlow 
2331, LightGBM 
2331,  Scikit-learn 
2331, Xgboost 
2332, Xgboost 
2332,  Scikit-learn 
2333,  TensorFlow 
2333, Xgboost 
2333,  Scikit-learn 
2333, Keras 
2335, Keras 
2335, Xgboost 
2335,  TensorFlow 
2335,  Scikit-learn 
2335, PyTorch 
2335, Caret 
2335, Tidymodels 
2337,Other
2337, Tidymodels 
2337, Caret 
2338,  Scikit-learn 
2339,  Scikit-learn 
2340, Keras 
2340, Caret 
2340,  TensorFlow 
2340, Xgboost 
2340,  Scikit-learn 
2342,  TensorFlow 
2342, PyTorch 
2342, Xgboost 
2342,  Scikit-learn 
2343,Other
2344, Keras 
2344,  Scikit-learn 
2345,  Scikit-learn 
2347, PyTorch 
2347,  Scikit-learn 
2347, Xgboost 
2347, LightGBM 
2348, Keras 
2348, PyTorch Lightning 
2348,  TensorFlow 
2348,  Scikit-learn 
2348, PyTorch 
2348, Xgboost 
2349,  Scikit-learn 
2349,  TensorFlow 
2349, Keras 
2352, Xgboost 
2352, LightGBM 
2353, Keras 
2353, PyTorch 
2353,  TensorFlow 
2354,  Scikit-learn 
2354,  TensorFlow 
2355, Xgboost 
2355,  TensorFlow 
2355, Keras 
2355,  Scikit-learn 
2355, LightGBM 
2356,  Scikit-learn 
2357, Xgboost 
2357, Caret 
2357, PyTorch 
2357,  TensorFlow 
2357, CatBoost 
2357, Keras 
2357,  Scikit-learn 
2357, PyTorch Lightning 
2357, LightGBM 
2357, Huggingface 
2359, Fast.ai 
2360,  Scikit-learn 
2361,  Scikit-learn 
2361, PyTorch 
2361, Xgboost 
2361,  TensorFlow 
2362,  Scikit-learn 
2363, Xgboost 
2363, PyTorch Lightning 
2363, PyTorch 
2363,  Scikit-learn 
2365,  Scikit-learn 
2365, Xgboost 
2365, Keras 
2366, Keras 
2366, PyTorch 
2366,  TensorFlow 
2366,  Scikit-learn 
2368, Keras 
2368, LightGBM 
2368,  Scikit-learn 
2368,  TensorFlow 
2368, Fast.ai 
2368, Xgboost 
2369, Xgboost 
2369, Tidymodels 
2369,  Scikit-learn 
2369, Keras 
2369,  TensorFlow 
2370, Keras 
2372, Xgboost 
2372,  TensorFlow 
2372, PyTorch 
2372,  Scikit-learn 
2372, Keras 
2373,  TensorFlow 
2373, Keras 
2373, PyTorch 
2373,  Scikit-learn 
2374, Keras 
2374,  TensorFlow 
2374,  Scikit-learn 
2374, PyTorch 
2375, PyTorch 
2375,  Scikit-learn 
2376,  Scikit-learn 
2376, Xgboost 
2377, Keras 
2377,  TensorFlow 
2378, Xgboost 
2381,  Scikit-learn 
2381,  TensorFlow 
2381, Keras 
2382, Caret 
2382, Xgboost 
2382, Tidymodels 
2384,  Scikit-learn 
2384, Fast.ai 
2384, PyTorch 
2388, Xgboost 
2388, Keras 
2388,  TensorFlow 
2388,  Scikit-learn 
2389,  Scikit-learn 
2389, Xgboost 
2390, PyTorch Lightning 
2390, PyTorch 
2392,  Scikit-learn 
2396, PyTorch 
2396, Huggingface 
2396,  Scikit-learn 
2396,  TensorFlow 
2398, JAX 
2398, PyTorch 
2400,  Scikit-learn 
2401,  TensorFlow 
2401,  Scikit-learn 
2403,  Scikit-learn 
2407,Other
2408,  Scikit-learn 
2408,  TensorFlow 
2408, Keras 
2411,  Scikit-learn 
2411,  TensorFlow 
2412,  TensorFlow 
2412,  Scikit-learn 
2413, CatBoost 
2415,  TensorFlow 
2415, Keras 
2415,  Scikit-learn 
2416,  TensorFlow 
2416, Xgboost 
2416,  Scikit-learn 
2416, PyTorch 
2416, Keras 
2418,  Scikit-learn 
2418, PyTorch 
2419,  Scikit-learn 
2420, Keras 
2421,  Scikit-learn 
2422, PyTorch Lightning 
2422,  Scikit-learn 
2422, PyTorch 
2423, PyTorch 
2424,  Scikit-learn 
2425, Keras 
2425,  TensorFlow 
2426, PyTorch 
2427, Huggingface 
2427, PyTorch 
2427,  Scikit-learn 
2427,  TensorFlow 
2427, Xgboost 
2428,  Scikit-learn 
2430, Xgboost 
2430,  Scikit-learn 
2431,  Scikit-learn 
2432,  Scikit-learn 
2432,Other
2432,  TensorFlow 
2432, Keras 
2433, Keras 
2433,  Scikit-learn 
2433, PyTorch 
2433,  TensorFlow 
2434,  Scikit-learn 
2435,  TensorFlow 
2435,  Scikit-learn 
2436,Other
2437, PyTorch 
2437,  TensorFlow 
2439,  TensorFlow 
2439,  Scikit-learn 
2439, Keras 
2442,  Scikit-learn 
2443, CatBoost 
2446,  Scikit-learn 
2446,  TensorFlow 
2446, PyTorch Lightning 
2446, PyTorch 
2446, Keras 
2447,  Scikit-learn 
2447, Xgboost 
2447,  TensorFlow 
2447, CatBoost 
2447, Keras 
2449, Caret 
2449, Keras 
2449,  TensorFlow 
2449, Xgboost 
2449, PyTorch Lightning 
2449, LightGBM 
2449,  Scikit-learn 
2449, Huggingface 
2449, CatBoost 
2449, PyTorch 
2453, PyTorch 
2453, PyTorch Lightning 
2453,  TensorFlow 
2455,  Scikit-learn 
2455, Xgboost 
2456, LightGBM 
2456, PyTorch 
2456, JAX 
2456,  Scikit-learn 
2457,Other
2458,  Scikit-learn 
2458,  TensorFlow 
2458, Keras 
2459, PyTorch 
2459,  Scikit-learn 
2459, PyTorch Lightning 
2460, Xgboost 
2460,  Scikit-learn 
2460, PyTorch 
2462, PyTorch Lightning 
2462,  Scikit-learn 
2462, LightGBM 
2462, PyTorch 
2462, CatBoost 
2462, Xgboost 
2463, LightGBM 
2463, Xgboost 
2463,  Scikit-learn 
2464,  Scikit-learn 
2464, Xgboost 
2464, PyTorch 
2464, Fast.ai 
2464,  TensorFlow 
2464, Huggingface 
2466, LightGBM 
2466,  TensorFlow 
2466, Caret 
2466, CatBoost 
2466,  Scikit-learn 
2466, Xgboost 
2466, Keras 
2467, PyTorch 
2467, PyTorch Lightning 
2468,  Scikit-learn 
2468,  TensorFlow 
2471, Xgboost 
2471, Keras 
2471, PyTorch 
2471,  Scikit-learn 
2471,  TensorFlow 
2473, Tidymodels 
2474,  Scikit-learn 
2475,  Scikit-learn 
2476, PyTorch 
2476, PyTorch Lightning 
2478,  Scikit-learn 
2478, LightGBM 
2478, Xgboost 
2478, PyTorch 
2478,  TensorFlow 
2478, CatBoost 
2478, Keras 
2478, Huggingface 
2483, LightGBM 
2483,  Scikit-learn 
2483, Huggingface 
2483, PyTorch 
2484,Other
2485, Tidymodels 
2486,  TensorFlow 
2487, Fast.ai 
2488,  TensorFlow 
2489,  TensorFlow 
2491,  TensorFlow 
2491, PyTorch 
2491,  Scikit-learn 
2492,  Scikit-learn 
2495,  Scikit-learn 
2495, Keras 
2495, PyTorch 
2495,  TensorFlow 
2500, PyTorch 
2500,  TensorFlow 
2500, PyTorch Lightning 
2500, Huggingface 
2500, Xgboost 
2500, LightGBM 
2500,  Scikit-learn 
2501,  TensorFlow 
2501,  Scikit-learn 
2504, Keras 
2504,  TensorFlow 
2505,  Scikit-learn 
2506,  TensorFlow 
2508,  Scikit-learn 
2508, Caret 
2508, Fast.ai 
2508, CatBoost 
2508, Keras 
2508, Xgboost 
2508, LightGBM 
2510, Keras 
2510, PyTorch 
2510,  TensorFlow 
2510,  Scikit-learn 
2510, Fast.ai 
2514,  Scikit-learn 
2518,  Scikit-learn 
2518, Huggingface 
2518, LightGBM 
2518, Xgboost 
2518, PyTorch 
2518, CatBoost 
2518, Keras 
2518,  TensorFlow 
2519, Keras 
2519,  TensorFlow 
2519,  Scikit-learn 
2519, PyTorch 
2520,  Scikit-learn 
2521,  Scikit-learn 
2521, LightGBM 
2521,  TensorFlow 
2521, Keras 
2521, Xgboost 
2523,  Scikit-learn 
2523, PyTorch 
2525, PyTorch 
2525, Keras 
2525,  TensorFlow 
2526,  TensorFlow 
2527, Huggingface 
2527,  TensorFlow 
2527, PyTorch 
2527, Keras 
2528,  Scikit-learn 
2528, Xgboost 
2529, PyTorch Lightning 
2529, Xgboost 
2529, Keras 
2529,  Scikit-learn 
2529,  TensorFlow 
2529, LightGBM 
2530,  TensorFlow 
2531,  Scikit-learn 
2532,  Scikit-learn 
2532, Huggingface 
2534, Caret 
2534, JAX 
2534,  TensorFlow 
2534, Keras 
2534, LightGBM 
2535,  Scikit-learn 
2536,  Scikit-learn 
2536,  TensorFlow 
2537,  TensorFlow 
2537,  Scikit-learn 
2537, Xgboost 
2538, Keras 
2538,  TensorFlow 
2539,  TensorFlow 
2539, Keras 
2539, PyTorch 
2539,  Scikit-learn 
2540,  Scikit-learn 
2540, Keras 
2540, PyTorch 
2540,  TensorFlow 
2543,  Scikit-learn 
2544,  TensorFlow 
2544, Keras 
2544,  Scikit-learn 
2545, Xgboost 
2545, Keras 
2545, CatBoost 
2545,  Scikit-learn 
2545, Caret 
2545, LightGBM 
2546, Keras 
2546,  TensorFlow 
2546,  Scikit-learn 
2547, Xgboost 
2547,  Scikit-learn 
2547, Caret 
2550, PyTorch Lightning 
2550,  TensorFlow 
2552, Xgboost 
2554,  Scikit-learn 
2555,Other
2556,  Scikit-learn 
2556, PyTorch 
2558, PyTorch 
2559,  TensorFlow 
2559,  Scikit-learn 
2559, Xgboost 
2561,  Scikit-learn 
2561,  TensorFlow 
2561, Keras 
2562, Xgboost 
2562, Keras 
2562,  Scikit-learn 
2562,  TensorFlow 
2563,  Scikit-learn 
2566,  Scikit-learn 
2566,  TensorFlow 
2566, Keras 
2567, LightGBM 
2567, Fast.ai 
2567, Keras 
2567,  Scikit-learn 
2567,  TensorFlow 
2567, CatBoost 
2568, Caret 
2568,  TensorFlow 
2568, PyTorch 
2568, Keras 
2568,Other
2568,  Scikit-learn 
2570,  Scikit-learn 
2571,  Scikit-learn 
2571,  TensorFlow 
2572, Xgboost 
2572, Keras 
2572,  TensorFlow 
2572, PyTorch 
2572,  Scikit-learn 
2573,  TensorFlow 
2573, PyTorch 
2574, CatBoost 
2575,  TensorFlow 
2575, Keras 
2575,  Scikit-learn 
2575, PyTorch 
2575, Huggingface 
2576, PyTorch 
2576,  Scikit-learn 
2577, LightGBM 
2577,  Scikit-learn 
2577, Xgboost 
2578, Xgboost 
2578,  Scikit-learn 
2579,  TensorFlow 
2579, Keras 
2579, PyTorch 
2579, Xgboost 
2579,  Scikit-learn 
2580,  Scikit-learn 
2581,  Scikit-learn 
2584,  TensorFlow 
2584, Keras 
2584,  Scikit-learn 
2586,  Scikit-learn 
2586,  TensorFlow 
2586, Xgboost 
2586, Keras 
2586, PyTorch 
2587, PyTorch 
2587,  TensorFlow 
2587,  Scikit-learn 
2588, PyTorch 
2588, Huggingface 
2588,  TensorFlow 
2588,  Scikit-learn 
2590, Huggingface 
2590, PyTorch 
2591,  TensorFlow 
2591, Keras 
2591,  Scikit-learn 
2594,Other
2596,  Scikit-learn 
2598,  Scikit-learn 
2598,  TensorFlow 
2599,  TensorFlow 
2599, Keras 
2600,  Scikit-learn 
2600, Keras 
2600, Caret 
2602,  TensorFlow 
2602, Caret 
2602, PyTorch 
2602, Xgboost 
2602,  Scikit-learn 
2605, PyTorch 
2605, Keras 
2605,  Scikit-learn 
2605, Huggingface 
2606,  TensorFlow 
2606, PyTorch 
2606, Keras 
2607,  Scikit-learn 
2608, Xgboost 
2608,  Scikit-learn 
2609, Keras 
2609,  TensorFlow 
2609,  Scikit-learn 
2611, Keras 
2611,  TensorFlow 
2611,  Scikit-learn 
2614, Keras 
2614,  Scikit-learn 
2614,  TensorFlow 
2615, Keras 
2615, PyTorch 
2615, Xgboost 
2615,  TensorFlow 
2615,  Scikit-learn 
2616,  Scikit-learn 
2616, CatBoost 
2616, Xgboost 
2616, LightGBM 
2616, PyTorch 
2618,  Scikit-learn 
2618, Fast.ai 
2618, Xgboost 
2619,  Scikit-learn 
2620,  TensorFlow 
2620, Keras 
2620,  Scikit-learn 
2621, Tidymodels 
2621, Caret 
2621, PyTorch 
2621,  Scikit-learn 
2621, CatBoost 
2621, Keras 
2621, Xgboost 
2621,  TensorFlow 
2624,Other
2625, Keras 
2625, Xgboost 
2625, PyTorch 
2625,  Scikit-learn 
2625, LightGBM 
2625,  TensorFlow 
2626,  Scikit-learn 
2626,  TensorFlow 
2626, Huggingface 
2627, PyTorch 
2627,  TensorFlow 
2627, Keras 
2627,  Scikit-learn 
2628,  Scikit-learn 
2628, Keras 
2628,  TensorFlow 
2628, PyTorch 
2630,  TensorFlow 
2631,  Scikit-learn 
2631, Tidymodels 
2631, CatBoost 
2631, LightGBM 
2631, Xgboost 
2633,Other
2633,  Scikit-learn 
2634,  Scikit-learn 
2635,  TensorFlow 
2635, Keras 
2635,  Scikit-learn 
2640,  TensorFlow 
2643,  TensorFlow 
2643, Xgboost 
2643, Keras 
2643,  Scikit-learn 
2643, PyTorch 
2643, Huggingface 
2644, PyTorch 
2644,  Scikit-learn 
2644, Keras 
2644,  TensorFlow 
2644, Xgboost 
2645,  TensorFlow 
2645, Keras 
2645, JAX 
2646,  TensorFlow 
2646,  Scikit-learn 
2646, PyTorch 
2648, CatBoost 
2648,  Scikit-learn 
2648, Xgboost 
2650,  Scikit-learn 
2650, Keras 
2650,  TensorFlow 
2651, CatBoost 
2651, LightGBM 
2651, Xgboost 
2651,  TensorFlow 
2651, PyTorch 
2651, Keras 
2651,  Scikit-learn 
2651, Huggingface 
2653, Keras 
2653,  Scikit-learn 
2653,  TensorFlow 
2653, Xgboost 
2654, Xgboost 
2654,  Scikit-learn 
2654,  TensorFlow 
2655, PyTorch 
2655,  TensorFlow 
2657,  Scikit-learn 
2657, Keras 
2658, PyTorch 
2661, Xgboost 
2661, LightGBM 
2661, Keras 
2661,  Scikit-learn 
2661,  TensorFlow 
2662,  TensorFlow 
2662, Huggingface 
2662, PyTorch 
2663,  Scikit-learn 
2667, PyTorch 
2667,  Scikit-learn 
